Supplier Name,Zip Code,Department,Amount
DELICATO FAMILY VINEYARDS,95336,Liquor Control,420520.00
DELLABROOK NURSERY & LANDSCAPING INC,20882,Transportation,48180.44
DELMARVA PUMP CENTER INC,19964,Fire and Rescue Service,172145.75
DENTAL HEALTH PRODUCTS INC,54229,Health and Human Services,136220.44
"DENTRUST DENTAL MARYLAND, PA",18976,Correction and Rehabilitation,72445.00
DEPARTMENT OF HEALTH &,21201,Fire and Rescue Service,2775.00
DEPARTMENT OF HEALTH &,21201,Health and Human Services,512885.56
DEPARTMENT OF HEALTH &,21228,Health and Human Services,100.00
DEPOSITION SERVICES INC,20874,Consumer Protection,6546.80
DEPOSITION SERVICES INC,20874,Correction and Rehabilitation,740.00
DEPOSITION SERVICES INC,20874,County Attorney,9507.60
DEPOSITION SERVICES INC,20874,County Council,849.00
DEPOSITION SERVICES INC,20874,Economic Development,105.60
DEPOSITION SERVICES INC,20874,Environmental Protection,255.00
DEPOSITION SERVICES INC,20874,Fire and Rescue Service,1950.00
DEPOSITION SERVICES INC,20874,Housing and Community Affairs,6727.73
DEPOSITION SERVICES INC,20874,Merit System Protection Board,5708.80
DEPOSITION SERVICES INC,20874,Not Defined,20000.00
DEPOSITION SERVICES INC,20874,Police,8422.00
DEPOSITION SERVICES INC,20874,Technology Services,424.00
DEPOSITION SERVICES INC,20874,Transportation,2076.01
DEPOSITION SERVICES INC,20874,Zoning and Administrative Hearings,334.00
DESIGN DECORATORS INC,19134,Community Engagement Cluster,25156.20
DESMAN INC.,10018,Transportation,121010.79
DESMAN INC.,22182,Transportation,9818.52
DEUTSCH FAMILY WINE & SPIRITS,10604,Liquor Control,1676566.94
DIAGEO NORTH AMERICA INC,6610,Liquor Control,10965148.84
DIAGEO NORTH AMERICA INC,6851,Liquor Control,3214037.39
DIAGEO NORTH AMERICA INC,6851,Not Defined,1063.75
DIANE J BLOOM,20832,Finance,25448.10
DIGIDOC INC,20001,Finance,373767.04
DIMENSIONS UNLIMITED DRYWALL INC,20851,Fire and Rescue Service,29066.50
DIONYSOS IMPORTS INC,20109,Liquor Control,617367.76
DIRECT MEDIA INC,2043,Environmental Protection,67895.00
DIRECT MEDIA INC,2043,Fire and Rescue Service,11055.00
DIRECT MEDIA INC,2043,Public Information,6000.00
DIRECT MEDIA INC,2043,Transportation,21525.00
DISTRICT OF COLUMBIA APPROVED,20901,Recreation,389918.50
DISTRICT OF COLUMBIA GOVERNMENT,20001,Not Defined,524259.51
DISTRICT OF COLUMBIA GOVERNMENT,20003,Not Defined,47773.35
DISTRICT OF COLUMBIA TREASURY,20001,Fire and Rescue Service,47666.61
DIVERSIFIED INSPECTIONS,85069,Fire and Rescue Service,36110.00
DIVERSIFIED WORKFORCE SOLUTIONS LLC,20740,Human Resources,26720.00
DIVINE LANDSCAPING INC,20882,Transportation,334433.67
DOGFISH HEAD CRAFT BREWER,19968,Liquor Control,1175481.37
DOGFISH HEAD CRAFT BREWER,19968,Not Defined,6487.50
DON SEBASTIANI & SONS,95161,Liquor Control,163448.60
DONALD B RICE TIRE CO INC,21701,Fire and Rescue Service,1395.12
DONALD B RICE TIRE CO INC,21701,General Services,160235.69
DONALD B RICE TIRE CO INC,21701,Not Defined,382129.42
DOPS INC,20744,Liquor Control,1055194.32
DOTS PLACE INC,20853,Health and Human Services,29877.00
DOUBLE K CONTRACTORS INC,20872,Transportation,134496.25
DOURON INC,21117,Circuit Court,27124.36
DOURON INC,21117,Community Engagement Cluster,7747.48
DOURON INC,21117,Community Use of Public Facilities,88186.91
DOURON INC,21117,Correction and Rehabilitation,3088.80
DOURON INC,21117,Emergency Management and Homeland Security,33016.15
DOURON INC,21117,Environmental Protection,31860.36
DOURON INC,21117,Finance,585.00
DOURON INC,21117,General Services,91899.56
DOURON INC,21117,Health and Human Services,234066.99
DOURON INC,21117,Non-Departmental Accounts,4045.51
DOURON INC,21117,Police,40544.54
DOURON INC,21117,Public Libraries,495.00
DOURON INC,21117,Recreation,90113.36
DOURON INC,21117,State's Attorney,2071.59
DOURON INC,21117,Transportation,1705.94
DRAIMAN PROPERTIES 4 LLC,20852,Liquor Control,342582.03
DREYFUS ASHBY INC,6001,Liquor Control,30571.00
DRUMMOND CITIZENS,20815,Non-Departmental Accounts,4613.00
DRUMMOND CITIZENS,20815,Not Defined,29072.80
DTC CEDE & CO,10041,Debt Service,260271573.30
DTC CEDE & CO,10041,Transportation,4050369.23
DUANE CAHILL MULLINEAUX & MULLINEAUX,20879,General Services,115467.20
DUARTEK INC,22030,General Services,40378.29
DUBALL ROCKVILLE LLC,20190,Finance,4160000.00
DUCKHORN WINE COMPANY,91109,Liquor Control,118506.00
DUGGANS DISTILLERS PROD,10913,Liquor Control,83529.50
DULCE HOGAR,20906,Health and Human Services,30581.00
DUNBAR ARMORED INC,21264,Not Defined,50380.30
DUNCAN PARKING TECHNOLOGIES INC,53201,Transportation,112596.60
DURO BAG MANUFACTURING CO,45263,Liquor Control,25420.40
DUSTIN CONSTRUCTION INC,21754,General Services,6017857.36
DUSTIN CONSTRUCTION INC,21754,Not Defined,-597942.90
E & J GALLO WINERY,95354,Liquor Control,9623296.61
E E REED CONSTRUCTION L P,77487,General Services,13227.00
E E REED CONSTRUCTION L P,77487,Not Defined,645272.65
E&S TOWING SERVICES,20906,Police,36146.00
EAGLE ASSET MANAGEMENT INC,33733,Non-Departmental Accounts,487120.92
EAI SECURITY SYSTEMS INC,20850,Community Engagement Cluster,890.00
EAI SECURITY SYSTEMS INC,20850,Correction and Rehabilitation,2651.29
EAI SECURITY SYSTEMS INC,20850,County Attorney,4354.00
EAI SECURITY SYSTEMS INC,20850,Emergency Management and Homeland Security,2536.41
EAI SECURITY SYSTEMS INC,20850,Environmental Protection,2350.55
EAI SECURITY SYSTEMS INC,20850,Finance,3691.00
EAI SECURITY SYSTEMS INC,20850,Fire and Rescue Service,4923.07
EAI SECURITY SYSTEMS INC,20850,General Services,1415792.51
EAI SECURITY SYSTEMS INC,20850,Health and Human Services,118939.31
EAI SECURITY SYSTEMS INC,20850,Housing and Community Affairs,6687.40
EAI SECURITY SYSTEMS INC,20850,Liquor Control,27574.53
EAI SECURITY SYSTEMS INC,20850,Non-Departmental Accounts,3880.00
EAI SECURITY SYSTEMS INC,20850,Permitting Services,811.96
EAI SECURITY SYSTEMS INC,20850,Police,311978.67
EAI SECURITY SYSTEMS INC,20850,Public Libraries,2471.04
EAI SECURITY SYSTEMS INC,20850,Recreation,50165.38
EAI SECURITY SYSTEMS INC,20850,Sheriff,22093.66
EAI SECURITY SYSTEMS INC,20850,Transportation,66112.76
EARN CONTRACTORS,20877,Fire and Rescue Service,36165.00
EARN CONTRACTORS,20877,General Services,505632.00
EARN CONTRACTORS,20877,Transportation,460949.47
EAST COAST EMERGENCY LIGHTING INC,8535,Fire and Rescue Service,11486.27
EAST COAST EMERGENCY LIGHTING INC,8535,Not Defined,231243.17
EASTERN LIQUOR DISTRIBUTO,20707,Liquor Control,119205.94
EASTERN MONTGOMERY EMERGENCY ASSISTANCE NETWORK,20904,Non-Departmental Accounts,2842.94
EASTERN MONTGOMERY EMERGENCY ASSISTANCE NETWORK,20914,Housing and Community Affairs,12978.33
EASTERN MONTGOMERY EMERGENCY ASSISTANCE NETWORK,20914,Non-Departmental Accounts,24186.17
EASTERN POOL CO,20705,General Services,2405.77
EASTERN POOL CO,20705,Not Defined,89544.20
EASTERN POOL CO,20705,Recreation,18483.50
EASTERN SALT CO,1852,Not Defined,1167664.92
EASTERN SALT CO,1852,Transportation,59735.09
EBSCO INDUSTRIES INC,35283,Public Libraries,176434.86
ECOLOGY SERVICES INC,21046,Environmental Protection,9472066.61
ECONOLITE CONTROL PRODUCT,91109,Not Defined,34835.00
ECONOLITE CONTROL PRODUCT,92806,Not Defined,11955.00
EDAC SYSTEMS INC,22408,Circuit Court,38626.41
EDENS & AVANT FINANCING LLC,19182,Liquor Control,285472.59
EDMEADES & STROMDAHL LTD,21014,General Services,17569.00
EDMEADES & STROMDAHL LTD,21014,Liquor Control,63440.30
EDWIN I GILMORE,20842,Transportation,41397.50
EEMA O&M SERVICES GROUP INC,19443,Environmental Protection,337959.07
EEPEX INC,20817,Finance,1573881.49
EEPEX INC,20817,General Services,80402.50
EEPEX INC,20830,Finance,153779.85
EII REALTY SECURITIES INC,10019,Non-Departmental Accounts,55686.18
ELCON ENTERPRISES INC,20772,General Services,228544.96
ELCON ENTERPRISES INC,20772,Not Defined,279568.07
ELCON ENTERPRISES INC,20772,Transportation,246248.15
ELDERCARE OF DAMASCUS,20872,Health and Human Services,33849.75
ELDRIDGE INC,60674,Community Use of Public Facilities,90686.51
ELDRIDGE INC,60674,Environmental Protection,402914.19
ELDRIDGE INC,60674,Fire and Rescue Service,163923.67
ELDRIDGE INC,60674,Non-Departmental Accounts,2627951.98
ELDRIDGE INC,60674,Permitting Services,2218753.27
ELDRIDGE INC,60674,Technology Services,50000.00
ELECTRIC ADVANTAGE INC,20850,Board of Elections,2332.38
ELECTRIC ADVANTAGE INC,20850,Circuit Court,3106.38
ELECTRIC ADVANTAGE INC,20850,Correction and Rehabilitation,930.39
ELECTRIC ADVANTAGE INC,20850,Environmental Protection,33496.77
ELECTRIC ADVANTAGE INC,20850,Finance,65.60
ELECTRIC ADVANTAGE INC,20850,Fire and Rescue Service,96659.76
ELECTRIC ADVANTAGE INC,20850,General Services,2138829.61
ELECTRIC ADVANTAGE INC,20850,Health and Human Services,1657.98
ELECTRIC ADVANTAGE INC,20850,Liquor Control,11835.44
ELECTRIC ADVANTAGE INC,20850,Non-Departmental Accounts,2915.00
ELECTRIC ADVANTAGE INC,20850,Not Defined,426287.70
ELECTRIC ADVANTAGE INC,20850,Police,73925.66
ELECTRIC ADVANTAGE INC,20850,Public Libraries,5529.00
ELECTRIC ADVANTAGE INC,20850,Recreation,9760.74
ELECTRIC ADVANTAGE INC,20850,Technology Services,3263.00
ELECTRIC ADVANTAGE INC,20850,Transportation,609274.93
ELITE WINES IMPORTS INC,22079,Liquor Control,568554.92
ELIZABETH GALLAURESI,20740,Community Engagement Cluster,29600.00
ELK RUN VINEYARDS,21771,Liquor Control,34501.84
ELLEN W COSBY TRUSTEE,38101,Not Defined,44330.78
ELLIOTT & FRANTZ INC,19406,General Services,5001.28
ELLIOTT & FRANTZ INC,19406,Not Defined,8815.03
ELLIOTT & FRANTZ INC,20794,General Services,44197.78
ELLIOTT & FRANTZ INC,20794,Not Defined,12848.43
ELLIOTT WILSON CAPITOL TR,20785,General Services,19911.76
ELLIOTT WILSON CAPITOL TR,20785,Not Defined,279730.58
EMERGENCY VEHICLE SPECIALIST INC,21740,Fire and Rescue Service,211693.44
EMERGENCY VEHICLE SPECIALIST INC,21740,Police,1743.95
EMERGIDATA INC,75082,Fire and Rescue Service,192280.00
ENNIS PAINT INC,75267,Not Defined,90508.00
FEDEX,15250,Public Libraries,339.43
ENTERPRISE RAC COMPANY OF MARYLAND LLC,20850,General Services,62900.41
ENTERPRISE RAC COMPANY OF MARYLAND LLC,20850,Not Defined,3530.03
ENVIRONMENTAL & POWER SERVICES INC,22151,General Services,135156.71
ENVIRONMENTAL & POWER SERVICES INC,22151,Not Defined,222013.88
ENVIRONMENTAL & POWER SERVICES INC,22151,Recreation,7620.00
ENVIRONMENTAL QUALITY RESOURCES LLC,20879,Environmental Protection,29567.78
ENVIRONMENTAL QUALITY RESOURCES LLC,21227,Environmental Protection,791040.35
ENVIRONMENTAL QUALITY RESOURCES LLC,21227,General Services,80748.94
ENVIRONMENTAL QUALITY RESOURCES LLC,22227,Environmental Protection,33512.50
ENVIRONMENTAL RESOURCES MANAGEMENT INC,21401,Environmental Protection,29132.87
ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE INC. (ESRI),92373,Emergency Management and Homeland Security,7295.00
ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE INC. (ESRI),92373,Human Resources,1470.00
ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE INC. (ESRI),92373,Non-Departmental Accounts,9300.00
ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE INC. (ESRI),92373,Police,8950.00
ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE INC. (ESRI),92373,Technology Services,33350.00
ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE INC. (ESRI),92373,Transportation,6200.00
ESTHER ROBERTS,21702,General Services,20818.81
ESTHER ROBERTS,21702,Not Defined,5621.89
EXCHANGE PLACE JOINT VENT,20850,Health and Human Services,16200.00
EXCHANGE PLACE JOINT VENT,20850,Non-Departmental Accounts,89756.95
EXEMPLIS CORPORATION,60673,Fire and Rescue Service,4224.48
EXEMPLIS CORPORATION,60673,General Services,495.56
EXEMPLIS CORPORATION,60673,Health and Human Services,4841.72
EXEMPLIS CORPORATION,60673,Liquor Control,60982.48
EXEMPLIS CORPORATION,90630,Health and Human Services,2100.80
EXTRA CLEAN INC,20852,Transportation,37035.00
EYRE BUS SERVICE INC,21737,Recreation,93118.40
F KORBELL & BROS INC,94139,Liquor Control,172766.96
F&K TRUCKING LLC,20842,Transportation,143018.75
FACILITIES PLUS INC,25443,General Services,296846.13
FACILITIES PLUS INC,25443,Not Defined,387570.32
FACILITY DYNAMICS ENGINEERS,21046,General Services,698246.95
FACTORY MUTUAL INSURANCE COMPANY,60675,Finance,3134085.00
FAMILY HEALTH CENTER INC,20782,Health and Human Services,32975.00
FAMILY LEARNING SOLUTIONS,20910,Health and Human Services,52103.41
FAMILY LEARNING SOLUTIONS,20910,Non-Departmental Accounts,43117.03
FAMILY SERVICE FOUNDATION,20784,Health and Human Services,46889.41
FAMILY SERVICES INC,20877,Health and Human Services,2912497.43
FAMILY SERVICES INC,20877,Non-Departmental Accounts,77278.18
FAMILY SERVICES INC,20877,Restricted Donations,2000.00
FAMILY SUPPORT CENTER INC,20814,Health and Human Services,39881.50
FANAROFF & STEPPA,20850,Non-Departmental Accounts,691588.13
FAR NIENTE WINERY INC,94562,Liquor Control,39414.00
FAST TRACK MEDICAL,20872,Transportation,43650.00
FDR SROUR PARTNERSHIP,20850,Liquor Control,691776.76
FDR SROUR PARTNERSHIP,20850,Non-Departmental Accounts,1037665.50
FEDERAL RESOURCES SUPPLY COMPANY,19182,Fire and Rescue Service,39483.29
FEDEX,15250,Board of Elections,603.66
FEDEX,15250,Circuit Court,1890.84
FEDEX,15250,Consumer Protection,165.63
FEDEX,15250,Correction and Rehabilitation,1537.68
FEDEX,15250,County Attorney,3514.62
FEDEX,15250,County Council,154.86
FEDEX,15250,County Executive,149.29
FEDEX,15250,Economic Development,4753.74
FEDEX,15250,Environmental Protection,404.59
FEDEX,15250,Fire and Rescue Service,6413.84
FEDEX,15250,General Services,1012.84
FEDEX,15250,Health and Human Services,941.24
FEDEX,15250,Housing and Community Affairs,1823.86
FEDEX,15250,Human Resources,252.04
FEDEX,15250,Non-Departmental Accounts,4009.67
FEDEX,15250,Police,3110.30
FEDEX,15250,Technology Services,1105.34
FEDEX,15250,Transportation,495.53
FEDEX,60094,Health and Human Services,47.10
FELLAND LIMITED,20895,Non-Departmental Accounts,423.49
FELLAND LIMITED,20895,Transportation,812964.98
FELLOWSHIP SENIOR CENTER,20874,Health and Human Services,30624.00
FERGUSON ENTERPRISES INC,2241,General Services,31009.15
FERRARI CARANO WINERY,95448,Liquor Control,59912.59
FETZER VINEYARDS,95449,Liquor Control,473021.66
FF&A JACOBS & SONS INC,21230,Correction and Rehabilitation,65193.12
FF&A JACOBS & SONS INC,21230,Fire and Rescue Service,179288.30
FF&A JACOBS & SONS INC,21230,Police,659156.61
FF&A JACOBS & SONS INC,21230,Sheriff,13716.85
FG RETAIL GROUP LC,20852,Liquor Control,233960.68
FIDELITY INVESTMENTS,45277,Non-Departmental Accounts,23046.94
FIDELITY INVESTMENTS,45277,Not Defined,34186581.95
FIELDS CONSULTING GROUP INC,22102,Fire and Rescue Service,62850.00
FIELDS CONSULTING GROUP INC,22102,Human Resources,140.00
FIFTH GENERATION INC,78719,Liquor Control,305195.65
FILE TRAIL INC,95113,Circuit Court,57081.35
FIRELINE CORPORATION,21227,Fire and Rescue Service,1649.80
FIRELINE CORPORATION,21227,Not Defined,68286.27
FIRST CALL OFFICE PRODUCTS,20879,Environmental Protection,112831.75
FIRST CLASS PLUMBING LLC,20176,Fire and Rescue Service,73044.55
FIRST COLONIES ANESTHESIA ASSOCIATES LLC,21279,Correction and Rehabilitation,29988.15
FIRST POTOMAC LLC,20153,Non-Departmental Accounts,165508.65
FIRST QUADRANT LP,91101,Non-Departmental Accounts,300000.00
FITCH & CO INC,20832,Environmental Protection,2127.75
FITCH & CO INC,20832,Fire and Rescue Service,270.00
FITCH & CO INC,20832,General Services,47850.25
FITCH & CO INC,20832,Health and Human Services,1950.00
FITCH & CO INC,20832,Human Resources,1100.00
FITCH & CO INC,20832,Permitting Services,300.00
FITNESS RESOURCE,53527,Fire and Rescue Service,126842.03
FIVE GRAPES LLC,22102,Liquor Control,32589.24
FLAG CAPITAL MANAGEMENT LLC,6902,Non-Departmental Accounts,225000.00
FLEETPRIDE INC,30384,Fire and Rescue Service,229289.74
FLEETPRIDE INC,30384,Not Defined,15171.42
FLEETWASH INC,7004,General Services,2443300.52
FLEETWASH INC,7004,Liquor Control,2755.62
FLEETWASH INC,7004,Public Libraries,684.39
FLIPPO CONSTRUCTION CO IN,20747,Not Defined,-5821.04
FLIPPO CONSTRUCTION CO IN,20747,Transportation,116420.76
FLOWER AVE SHOPPING CENTE,20814,Liquor Control,162206.94
FLYING DOG BREWERY LLLP,80205,Liquor Control,1163918.75
FLYING DOG BREWERY LLLP,80205,Not Defined,6307.50
FMB LAUNDRY INC,21230,Correction and Rehabilitation,27876.03
FMB LAUNDRY INC,21230,Fire and Rescue Service,4267.22
FO DAY BITUMINOUS,20850,Not Defined,1162402.23
FOLEY FAMILY WINES INC,94139,Liquor Control,31582.50
FOOD AND FRIENDS INC,20011,Health and Human Services,43590.04
FOODPRO CORPORATION,21705,Transportation,28311.43
FORENSIC TECHNOLOGY WAI INC,H4W 2,General Services,7765.00
FORENSIC TECHNOLOGY WAI INC,H4W 2,Police,22500.00
FORESEE RESULTS INC,48105,Technology Services,9995.00
FORESEE RESULTS INC,60055,Technology Services,37600.00
FORMOST GRAPHIC COMM INC,20855,Finance,53906.34
FORT MYER CONSTRUCTION CO,20018,Not Defined,17676.29
FORT MYER CONSTRUCTION CO,20018,Transportation,3387136.95
FORT MYER CONSTRUCTION CORPORATION,20018,Not Defined,1270.47
FORT MYER CONSTRUCTION CORPORATION,20018,Transportation,2139800.30
FOSTERS USA LLC,60673,Liquor Control,159340.87
FOSTERS USA LLC,60673,Not Defined,2300.00
FOULGER PRATT MGMT INC,20850,Economic Development,236.43
FOULGER PRATT MGMT INC,20850,General Services,68831.00
FOULGER PRATT MGMT INC,20850,Transportation,3176.85
FOULGER-PRATT CONTRACTING,20850,General Services,3859910.00
FOULGER-PRATT CONTRACTING,20850,Not Defined,-448361.20
FOULGER-PRATT CONTRACTING,20850,Transportation,1974913.17
FOUR SEASONS LANDSCAPING,20871,Transportation,54056.25
FP GUDE LLC,20153,Non-Departmental Accounts,1107994.42
FP GUDE LLC,20153,Police,503.50
FR MONTROSE CROSSING LLC,19178,Liquor Control,229881.07
FRANCIS COPPOLA WINERY LLC,60694,Liquor Control,555786.00
FRANCIS O DAY CO INC,20850,General Services,288334.10
FRANCIS O DAY CO INC,20850,Transportation,4436205.27
FRANK PARSONS COMPANY,21279,Circuit Court,6575.00
FRANK PARSONS COMPANY,21279,General Services,17511.08
FRANK PARSONS COMPANY,21279,Technology Services,3544.00
FRANKLIN PARK,19004,Non-Departmental Accounts,511728.97
FRATERNAL ORDER OF POLICE,20852,County Attorney,1760.50
FRATERNAL ORDER OF POLICE,20886,Not Defined,709837.00
FREDERICK ASPHALT CO,20850,Not Defined,52579.74
FREDERICK P WINNER LTD,21237,Liquor Control,541898.38
FREDERICK P WINNER LTD,21237,Not Defined,288.90
FREDERICK WILDMAN & SONS,10022,Liquor Control,52271.39
FREIXENET USA,95476,Liquor Control,320238.23
FRIENDSHIP HEIGHTS VILLAGE,20815,Board of Elections,300.00
FRIENDSHIP HEIGHTS VILLAGE,20815,County Attorney,150.00
FRIENDSHIP HEIGHTS VILLAGE,20815,Non-Departmental Accounts,82625.00
FRIENDSHIP HEIGHTS VILLAGE,20815,Not Defined,809074.84
FRY COMMUNICATIONS INC,17055,Recreation,104640.14
FULL CITIZENSHIP OF MD INC,20781,Health and Human Services,376612.25
FUNFIT FOUNDATION INC,20833,Recreation,45239.00
FUREY DOOLAN & ABELL LLP,20815,CIP,1126075.00
FUREY DOOLAN & ABELL LLP,20815,Transportation,1050.00
FUTURE LINK INC,20812,Non-Departmental Accounts,33836.70
FX CONCEPTS INC,10122,Non-Departmental Accounts,436302.00
FX MATT BREWING CO,13502,Liquor Control,68246.78
FX MATT BREWING CO,13502,Not Defined,512.00
G&C GULF INC,20850,Police,56944.00
G&C GULF INC,20850,Transportation,100.00
G4S INTEGRATED FLEET SERVICES LLC DBA ALL STAR FLEET SERVICES,92130,General Services,6139522.05
GA FOOD SERVICES OF PINELLAS COUNTY INC,33716,Health and Human Services,26572.40
GABLES AT WATERS LANDING,20874,Health and Human Services,13917.00
GABLES AT WATERS LANDING,20874,Housing and Community Affairs,78937.00
GABLES HOLDING 32 LLC,2210,Housing and Community Affairs,137295.00
GABRIEL ROEDER SMITH AND COMPANY,48076,Non-Departmental Accounts,213656.75
GAITHERSBURG FARMERS SUPPLY INC,20877,Fire and Rescue Service,2209.93
GAITHERSBURG FARMERS SUPPLY INC,20877,Not Defined,52588.50
GAITHERSBURG FARMERS SUPPLY INC,20877,Police,1640.47
GAITHERSBURG FARMERS SUPPLY INC,20877,Transportation,220941.10
GAITHERSBURG HELP INC,20878,Non-Departmental Accounts,26193.35
GAITHERSBURG MEALS ON WHE,20882,Health and Human Services,55331.30
GAITHERSBURG-WASH GROVE,20879,Fire and Rescue Service,71387.00
GALAXY PHASE I LP,23462,Not Defined,116595.00
GALE ASSOCIATES INC,21204,General Services,321818.56
GAMBRINUS,78294,Liquor Control,161918.16
GAMBRINUS,78294,Not Defined,1352.00
GANDHI BRIGADE INC,20907,Non-Departmental Accounts,48419.00
GANDHI BRIGADE INC,20907,Technology Services,21675.00
"GANNETT FLEMING, INC/GREENMAN-PEDERSEN, INC A JOINT VENTURE",17106,CIP,2619.02
"GANNETT FLEMING, INC/GREENMAN-PEDERSEN, INC A JOINT VENTURE",17106,Environmental Protection,405496.34
"GANNETT FLEMING, INC/GREENMAN-PEDERSEN, INC A JOINT VENTURE",17106,Transportation,965725.07
"GANNETT FLEMING, INC/GREENMAN-PEDERSEN, INC A JOINT VENTURE",19182,Transportation,133.35
GAPBUSTER INC,20918,Non-Departmental Accounts,79594.90
GARDEN STATE HIGHWAY,8361,Not Defined,49318.84
GARDEN STATE HIGHWAY,8361,Transportation,7307.50
GARTNER INC,75391,Technology Services,245579.99
GCS SERVICES INC,60673,Correction and Rehabilitation,25380.12
GEIZA DOURADO CARVALHO,20814,Recreation,43301.21
GENERAL AUTOMOTIVE SERVICENTER,20879,General Services,139043.12
GENERAL SALES ADMINISTRAT,7847,Not Defined,47976.00
GENERAL SERVICES ADMIN,90030,Non-Departmental Accounts,49043.82
GENFARE A DIVISION OF SPX,60007,Transportation,62639.38
GENON MID-ATLANTIC LLC,77002,Non-Departmental Accounts,73500.00
"GEORGE J. PETRONIS ENTERPRISES, INC. T/A THE GUN SHOP",8088,Correction and Rehabilitation,8623.50
"GEORGE J. PETRONIS ENTERPRISES, INC. T/A THE GUN SHOP",8088,Police,128663.70
GEORGIA AVENUE ENTERPRISES INC,20910,Police,47666.00
GREY DOG ARTS LLC,21784,Recreation,39260.91
GERMANTOWN CULTURAL ARTS CENTER INC T/A BLACKROCK CENTER FOR THE ARTS,20874,Health and Human Services,975.00
GERMANTOWN CULTURAL ARTS CENTER INC T/A BLACKROCK CENTER FOR THE ARTS,20874,Housing and Community Affairs,30227.63
GERMANTOWN VOLUNTEER FIRE DEPARTMENT,20874,Fire and Rescue Service,80087.00
GERMANTOWN VOLUNTEER FIRE DEPARTMENT,20874,Police,800.00
GFS REALTY INC,2241,Liquor Control,345025.00
GIANT FOOD INC,20013,Health and Human Services,15500.00
GIANT FOOD INC,20785,Health and Human Services,23436.50
GIANT FOOD INC,20850,Health and Human Services,8304.25
GIANT FOOD INC,20902,Health and Human Services,2500.00
GIANT FOOD INC,60674,Health and Human Services,668.21
GIANT FOOD INC,60674,Human Resources,386.74
GIFTED CHILD RESOURCES INC,20850,Health and Human Services,40732.00
GLOBAL CHILDREN'S CENTER,20841,Health and Human Services,49750.00
GLOBAL CHILDREN'S CENTER,20841,Recreation,20550.75
GLOBAL EMERGENCY RESOURCES LLC,30907,Fire and Rescue Service,553352.00
GOOD HOPE HOME CARE,20905,Health and Human Services,31831.33
GOOD SOURCE SOLUTIONS INC,92008,Correction and Rehabilitation,57366.40
GOOD SOURCE SOLUTIONS INC,92010,Correction and Rehabilitation,46577.51
GORDON KING,21703,State's Attorney,40893.18
GRAMAX TOWERS APT,20910,Housing and Community Affairs,27428.45
GRAND ENCLOS DU CHATEAU DE CERONS,33720,Liquor Control,40244.71
GRANICUS INC,94105,Technology Services,6465.00
GRANICUS INC,95161,Technology Services,41488.39
GRANTHAM MAYO VAN OTTERLOO & CO LLC,2110,Non-Departmental Accounts,340046.43
GRAPES OF SPAIN INC,22079,Liquor Control,199676.26
GRAYBAR ELECTRIC COMPANY,20706,Transportation,1141.80
GRAYBAR ELECTRIC COMPANY,30384,Fire and Rescue Service,1504.27
GRAYBAR ELECTRIC COMPANY,30384,Not Defined,3737.20
GRAYBAR ELECTRIC COMPANY,30384,Transportation,25803.07
GREAT WHITE WOOD COMPANY LLC,20837,Transportation,34005.00
GREATER WASHINGTON BOARD,20006,Economic Development,25000.00
GREATER WASHINGTON JEWISH COALITION AGAINST DOMESTIC ABUSE,20847,Non-Departmental Accounts,80725.05
GREATER WASHINGTON SOFTBALL UMPIRES ASSOCIATION,21770,Recreation,34080.00
"GREENHORNE & O'MARA, INC",20707,Transportation,1561312.31
"GREENHORNE & O'MARA, INC/CENTURY ENGINEERING, INC A JOINT VENTURE",20707,Transportation,622712.71
GREENLAWN CEMETERY CO INC,21795,Police,25681.65
GREENMAN-PEDERSEN INC,20701,Environmental Protection,70948.16
GREENMAN-PEDERSEN-GANNETT FLEMING JOINT VENTURE,17106,Transportation,687856.59
GREENWOOD FAMILY ASSISTED LIVING,20906,Health and Human Services,26628.18
GREGORY M FRANK DDS,20906,Health and Human Services,67360.00
GRIFFIN & STRONG PC,30303,County Attorney,37700.00
GRIFFITH ENERGY SERVICES,21046,Fire and Rescue Service,489792.71
GRIFFITH ENERGY SERVICES,21046,Health and Human Services,46647.30
GRIFFITH ENERGY SERVICES,21264,Fire and Rescue Service,408493.71
GRIMM AND PARKER ARCHITECTURE INC,20705,General Services,1456560.25
GRIMM PARKER ARCHITECTS PC,20705,General Services,34230.65
GROOM LAW GROUP CHARTERED,20006,Human Resources,20428.69
GROOM LAW GROUP CHARTERED,20006,Non-Departmental Accounts,7535.14
GROOM LAW GROUP CHARTERED,20073,Non-Departmental Accounts,2002.81
GROUP HOSPITALIZATION AND MEDICAL SVS INC,21117,Human Resources,75603626.42
GRUNLEY CONSTRUCTION CO INC,20850,Liquor Control,5443193.00
GRUNLEY CONSTRUCTION CO INC,20850,Not Defined,-440399.30
GRYPHON INTERNATIONAL,M5J2N,Non-Departmental Accounts,899404.53
GTM ARCHITECTS INC,20814,General Services,37823.60
GTSI CORP,20171,Emergency Management and Homeland Security,400000.00
