Supplier Name,Zip Code,Department,Amount
DAYCON PRODUCTS CO INC,30384,Recreation,23778.90
DAYCON PRODUCTS CO INC,30384,Transportation,16254.75
DC CHILD SUPPORT,20013,Finance,304.52
DC CHILD SUPPORT,20013,Not Defined,108417.77
DE ROSA IMPORTS INC,20705,Liquor Control,40703.73
DE ROSA IMPORTS INC,20707,Liquor Control,3018.47
DEBORAH ASSISTED LIVING SERVICES,20879,Health and Human Services,50533.45
DEE DEES PLACE INC,20904,Health and Human Services,30136.00
DELICATO FAMILY VINEYARDS,95161,Liquor Control,38688.00
DELICATO FAMILY VINEYARDS,95336,Liquor Control,259838.00
DELMARVA PUMP CENTER INC,19964,Fire and Rescue Service,88657.01
DENTAL HEALTH PRODUCTS INC,54229,Health and Human Services,168968.30
"DENTRUST DENTAL MARYLAND, PA",18976,Correction and Rehabilitation,82154.00
DENVER-ELEK INC,21221,General Services,25678.00
DENVER-ELEK INC,21221,Not Defined,128043.35
DEPARTMENT OF HOUSING AND,21032,Housing and Community Affairs,255000.00
DEPOSITION SERVICES INC,20874,Consumer Protection,2077.40
DEPOSITION SERVICES INC,20874,County Attorney,10677.80
DEPOSITION SERVICES INC,20874,County Council,418.00
DEPOSITION SERVICES INC,20874,County Executive,176.00
DEPOSITION SERVICES INC,20874,Debt Service,50.00
DEPOSITION SERVICES INC,20874,Ethics Commission,1306.47
DEPOSITION SERVICES INC,20874,Finance,50.00
DEPOSITION SERVICES INC,20874,Fire and Rescue Service,1868.00
DEPOSITION SERVICES INC,20874,Housing and Community Affairs,4332.15
DEPOSITION SERVICES INC,20874,Human Resources,5852.24
DEPOSITION SERVICES INC,20874,Police,1352.00
DEPOSITION SERVICES INC,20874,Sheriff,1467.91
DEPOSITION SERVICES INC,20874,Technology Services,65.00
DEPOSITION SERVICES INC,20874,Transportation,2427.34
DESMAN INC.,10018,Transportation,173280.62
DEUTSCH FAMILY WINE & SPIRITS,10604,Liquor Control,1736646.94
DIAGEO NORTH AMERICA INC,06610,Liquor Control,11468668.50
DIAGEO NORTH AMERICA INC,06851,Liquor Control,2271411.85
DIAGEO NORTH AMERICA INC,06851,Not Defined,360.00
DIAGEO NORTH AMERICA INC,75391,Liquor Control,383918.74
DIGIDOC INC,20001,Finance,209600.16
DIGIDOC INC,20910,Finance,221888.24
DIGITAL INTELLIGENCE INC,53151,Police,28018.00
DIGITAL RECEIVER TECHNOLOGY INC,20874,Finance,290000.00
DIONYSOS IMPORTS INC,20109,Liquor Control,680078.57
DISTRICT OF COLUMBIA APPROVED,20901,Recreation,408319.00
DISTRICT OF COLUMBIA GOVERNMENT,20001,Not Defined,546020.00
DIVERSIFIED INSPECTIONS,85069,Fire and Rescue Service,36616.00
DIVERSIFIED WORKFORCE SOLUTIONS LLC,20740,Human Resources,26880.00
DLT SOLUTIONS,20171,Transportation,6617.03
DLT SOLUTIONS,30368,Technology Services,17415.53
DLT SOLUTIONS,30368,Transportation,10427.05
DOCTORS COMMUNITY,20706,Emergency Management and Homeland Security,137750.99
DOGFISH HEAD CRAFT BREWER,19968,Liquor Control,1175268.00
DOGFISH HEAD CRAFT BREWER,19968,Not Defined,7251.00
"DOLORES F. BOOHER, D/B/A BOOHER & ASSOCIATES",24450,Transportation,39636.00
DON SEBASTIANI & SONS,95161,Liquor Control,134023.59
DON SEBASTIANI & SONS,95476,Liquor Control,623.18
DONALD B RICE TIRE CO INC,21701,Fire and Rescue Service,524.32
DONALD B RICE TIRE CO INC,21701,General Services,74474.08
DONALD B RICE TIRE CO INC,21701,Not Defined,402879.55
DOPS INC,20744,Liquor Control,985063.24
DOURON INC,21117,Circuit Court,28674.66
DOURON INC,21117,Correction and Rehabilitation,4289.80
DOURON INC,21117,Emergency Management and Homeland Security,7451.24
DOURON INC,21117,Environmental Protection,4911.58
DOURON INC,21117,General Services,290260.32
DOURON INC,21117,Health and Human Services,74366.85
DOURON INC,21117,Non-Departmental Accounts,6512.22
DOURON INC,21117,Police,34753.26
DOURON INC,21117,Public Libraries,20.00
DOURON INC,21117,Recreation,83829.95
DOURON INC,21117,State's Attorney,3767.74
DOURON INC,21117,Transportation,19675.02
DR THOMAS J MADIGAN,20852,Health and Human Services,29696.00
DRAIMAN PROPERTIES 4 LLC,20852,Liquor Control,303470.90
DREYFUS ASHBY INC,06001,Liquor Control,32937.50
DRUMMOND CITIZENS,20815,Non-Departmental Accounts,4128.00
DRUMMOND CITIZENS,20815,Not Defined,28310.00
DTC CEDE & CO,10041,Debt Service,241756989.18
DTC CEDE & CO,10041,Transportation,1606396.25
DUANE CAHILL MULLINEAUX & MULLINEAUX,20879,General Services,48648.50
DUCKHORN WINE COMPANY,91109,Liquor Control,48807.00
DUCKHORN WINE COMPANY,94139,Liquor Control,81706.50
DUGGANS DISTILLERS PROD,10913,Liquor Control,107334.25
DUGGANS DISTILLERS PROD,10994,Liquor Control,1038.75
DULCE HOGAR,20895,Health and Human Services,2488.00
G&C GULF INC,20850,Police,42205.00
DULCE HOGAR,20906,Health and Human Services,32313.32
DUNCAN PARKING TECHNOLOGIES INC,53201,Transportation,16904.75
DUNCAN PARKING TECHNOLOGIES INC,72601,Transportation,77035.10
DURO BAG MANUFACTURING CO,45263,Liquor Control,84069.45
DUSTIN CONSTRUCTION INC,21754,Not Defined,62199.90
E & J GALLO WINERY,95354,Liquor Control,8647712.40
"E B & A, LLC",20832,Environmental Protection,25000.00
E E REED CONSTRUCTION L P,20171,General Services,400752.00
E E REED CONSTRUCTION L P,20171,Not Defined,-40075.20
E E REED CONSTRUCTION L P,77487,General Services,5376591.00
E E REED CONSTRUCTION L P,77487,Not Defined,-515316.80
E&S TOWING SERVICES,20906,Police,30111.00
EAI SECURITY SYSTEMS INC,20850,Board of Elections,4314.00
EAI SECURITY SYSTEMS INC,20850,Correction and Rehabilitation,599.00
EAI SECURITY SYSTEMS INC,20850,Environmental Protection,10588.95
EAI SECURITY SYSTEMS INC,20850,Finance,2364.97
EAI SECURITY SYSTEMS INC,20850,Fire and Rescue Service,47608.70
EAI SECURITY SYSTEMS INC,20850,General Services,1116992.78
EAI SECURITY SYSTEMS INC,20850,Health and Human Services,68417.81
EAI SECURITY SYSTEMS INC,20850,Liquor Control,47205.30
EAI SECURITY SYSTEMS INC,20850,Non-Departmental Accounts,92804.24
EAI SECURITY SYSTEMS INC,20850,Permitting Services,9246.35
EAI SECURITY SYSTEMS INC,20850,Police,216940.64
EAI SECURITY SYSTEMS INC,20850,Public Libraries,5743.66
EAI SECURITY SYSTEMS INC,20850,Recreation,11622.94
EAI SECURITY SYSTEMS INC,20850,Sheriff,14722.65
EAI SECURITY SYSTEMS INC,20850,Technology Services,4988.00
EAI SECURITY SYSTEMS INC,20850,Transportation,47946.28
EARLY ADVANTAGE LLC,06824,Public Libraries,32628.00
EARN CONTRACTORS,20877,General Services,131562.00
EARN CONTRACTORS,20877,Transportation,420955.73
EAST COAST EMERGENCY LIGHTING INC,08535,Fire and Rescue Service,1041.76
EAST COAST EMERGENCY LIGHTING INC,08535,Not Defined,39734.26
EAST COAST K-9 ACADEMY LLC,06524,Police,28600.00
EASTER SEALS GREATER WASHINGTON-BALTIMORE REGION,20910,Health and Human Services,27561.26
EASTERN LIQUOR DISTRIBUTO,20707,Liquor Control,122384.91
EASTERN MONTGOMERY EMERGENCY ASSISTANCE NETWORK,20904,Non-Departmental Accounts,4407.98
EASTERN MONTGOMERY EMERGENCY ASSISTANCE NETWORK,20914,Housing and Community Affairs,10544.96
EASTERN MONTGOMERY EMERGENCY ASSISTANCE NETWORK,20914,Non-Departmental Accounts,36829.42
EASTERN POOL CO,20705,General Services,60510.86
EASTERN POOL CO,20705,Recreation,174038.64
EASTERN SALT CO,01852,Not Defined,282335.08
EBSCO INDUSTRIES INC,35283,Public Libraries,139412.85
ECOLOGY SERVICES INC,21046,Environmental Protection,7573322.31
ECONOLITE CONTROL PRODUCT,91109,Not Defined,37610.50
ECONOLITE CONTROL PRODUCT,91109,Transportation,524.00
EDAC SYSTEMS INC,22408,Circuit Court,37943.43
EDENS & AVANT FINANCING LLC,19182,Liquor Control,332689.44
EDMEADES & STROMDAHL LTD,21014,General Services,158121.00
EDMEADES & STROMDAHL LTD,21014,Liquor Control,187963.44
EDWARDS AND KELCEY,21201,Transportation,8956.00
EDWARDS AND KELCEY,63150,Transportation,40772.00
EEMA O&M SERVICES GROUP INC,19443,Environmental Protection,45130.97
EEPEX INC,20817,General Services,29502.50
EEPEX INC,20830,Finance,1553138.51
EEPEX INC,20830,General Services,58043.75
EJUSTICE SOLUTIONS LLC,48105,Technology Services,311312.50
ELCON ENTERPRISES INC,20772,General Services,408764.98
ELCON ENTERPRISES INC,20772,Transportation,218270.89
ELDRIDGE INC,60674,Environmental Protection,488081.05
ELDRIDGE INC,60674,Fire and Rescue Service,238471.91
ELDRIDGE INC,60674,Non-Departmental Accounts,2359964.52
ELDRIDGE INC,60674,Permitting Services,2126335.40
ELECTRIC ADVANTAGE INC,20850,Board of Elections,834.98
ELECTRIC ADVANTAGE INC,20850,Circuit Court,21397.50
ELECTRIC ADVANTAGE INC,20850,Correction and Rehabilitation,8147.18
ELECTRIC ADVANTAGE INC,20850,Fire and Rescue Service,25953.26
ELECTRIC ADVANTAGE INC,20850,General Services,1441735.56
ELECTRIC ADVANTAGE INC,20850,Health and Human Services,5605.13
ELECTRIC ADVANTAGE INC,20850,Liquor Control,2816.25
ELECTRIC ADVANTAGE INC,20850,Non-Departmental Accounts,207714.68
ELECTRIC ADVANTAGE INC,20850,Not Defined,396620.93
ELECTRIC ADVANTAGE INC,20850,Police,512.00
ELECTRIC ADVANTAGE INC,20850,Public Libraries,16068.73
ELECTRIC ADVANTAGE INC,20850,Sheriff,2455.28
ELECTRIC ADVANTAGE INC,20850,Technology Services,16772.09
ELECTRIC ADVANTAGE INC,20850,Transportation,330303.01
ELITE WINES IMPORTS INC,22079,Liquor Control,475374.48
ELIZABETH GALLAURESI,20740,Community Engagement Cluster,38888.50
ELIZABETH NYANG,20850,Health and Human Services,39600.00
ELK RUN VINEYARDS,21771,Liquor Control,48317.32
ELLEN W COSBY TRUSTEE,38101,Not Defined,57993.44
ELLIOTT & FRANTZ INC,19406,General Services,34490.31
ELLIOTT & FRANTZ INC,19406,Not Defined,12548.17
ELLIOTT WILSON CAPITOL TR,20785,General Services,3604.11
ELLIOTT WILSON CAPITOL TR,20785,Not Defined,186734.47
ELMOTECH INC,60540,Correction and Rehabilitation,33052.50
EMERGENCY VEHICLE SPECIALIST INC,21740,Fire and Rescue Service,160295.91
EMERGIDATA INC,75082,Fire and Rescue Service,192280.00
ENCO CONTAINER SVCS INC,03865,Environmental Protection,33117.50
ENNIS PAINT INC,75267,Not Defined,54397.80
ENNIS PAINT INC,75267,Transportation,23537.50
ENTERPRISE RAC COMPANY OF MARYLAND LLC,20850,General Services,52287.89
ENVIRONMENTAL & POWER SERVICES INC,22151,General Services,56046.93
ENVIRONMENTAL & POWER SERVICES INC,22151,Not Defined,175764.84
ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE INC. (ESRI),90074,Emergency Management and Homeland Security,86159.44
ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE INC. (ESRI),90074,Police,8950.00
ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE INC. (ESRI),90074,Technology Services,26532.00
ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE INC. (ESRI),90074,Transportation,6200.00
ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE INC. (ESRI),92373,Emergency Management and Homeland Security,23732.47
ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE INC. (ESRI),92373,Environmental Protection,18914.00
ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE INC. (ESRI),92373,Transportation,14800.00
EYRE BUS SERVICE INC,21737,Health and Human Services,990.00
EYRE BUS SERVICE INC,21737,Recreation,60560.70
F KORBELL & BROS INC,94139,Liquor Control,191120.47
FA BARTLETT TREE EXPERT COMPANY INC,06905,Transportation,8697.00
FA BARTLETT TREE EXPERT COMPANY INC,20878,Transportation,308432.51
FACILITIES PLUS INC,25443,General Services,851377.17
FACILITY DYNAMICS ENGINEERS,21046,General Services,592138.63
FACTORY MUTUAL INSURANCE COMPANY,60675,Finance,2925705.00
FAIRFAX HYUNDAI INC,22030,General Services,70258.00
FAMILY HEALTH CENTER INC,20782,Health and Human Services,55980.00
FAMILY LEARNING SOLUTIONS,20910,Health and Human Services,57334.26
FAMILY LEARNING SOLUTIONS,20910,Non-Departmental Accounts,47652.15
FAMILY SERVICE FOUNDATION,20784,Health and Human Services,57160.76
FAMILY SERVICES INC,20877,Emergency Management and Homeland Security,25055.02
FAMILY SERVICES INC,20877,Health and Human Services,4427972.33
FAMILY SERVICES INC,20877,Housing and Community Affairs,105819.94
FAMILY SERVICES INC,20877,Non-Departmental Accounts,78622.00
FAMILY SUPPORT CENTER INC,20814,Health and Human Services,47113.39
FANAROFF & STEPPA,20850,Non-Departmental Accounts,489237.74
FANAROFF & STEPPA,21045,Non-Departmental Accounts,167729.10
FAR NIENTE WINERY INC,94562,Liquor Control,44769.00
FAST TRACK MEDICAL,20872,Transportation,25830.00
FCP FUND MANAGER LLC,20815,Finance,40000.00
FDR SROUR PARTNERSHIP,20850,Liquor Control,672709.78
FDR SROUR PARTNERSHIP,20850,Non-Departmental Accounts,1009064.98
FELLAND LIMITED,20895,Non-Departmental Accounts,46499.36
FELLAND LIMITED,20895,Transportation,722092.23
FELLOWSHIP ADULT DAY CARE,20874,Health and Human Services,29344.00
FELLOWSHIP SENIOR CENTER,20874,Health and Human Services,29252.00
FERRARI CARANO WINERY,95448,Liquor Control,57448.00
FETZER VINEYARDS,60693,Liquor Control,11540.92
FETZER VINEYARDS,95449,Liquor Control,47336.94
FF&A JACOBS & SONS INC,21230,Correction and Rehabilitation,55043.62
FF&A JACOBS & SONS INC,21230,Fire and Rescue Service,164847.34
FF&A JACOBS & SONS INC,21230,Police,140161.23
FG RETAIL GROUP LC,20852,Liquor Control,212088.06
FIBERDYNE LABS,13340,Not Defined,13734.98
FIBERDYNE LABS,13340,Technology Services,17184.17
FIDELITY INVESTMENTS,45277,Not Defined,26907807.51
FIDELITY NATIONAL TITLE AGENCY INC,77056,Transportation,1397447.67
FIELDS CONSULTING GROUP INC,22102,Correction and Rehabilitation,74120.00
FIELDS CONSULTING GROUP INC,22102,Fire and Rescue Service,38760.00
FIELDS CONSULTING GROUP INC,22102,Human Resources,7320.00
FIFTH GENERATION INC,78719,Liquor Control,210453.69
FILE TRAIL INC,95113,Circuit Court,25036.00
FIRELINE CORPORATION,21227,Fire and Rescue Service,2050.65
FIRELINE CORPORATION,21227,Not Defined,28758.12
FIRST CALL OFFICE PRODUCTS,20879,Environmental Protection,65877.29
FIRST COLONIES ANESTHESIA ASSOCIATES LLC,21279,Correction and Rehabilitation,34414.50
FIRST POTOMAC LLC,20153,Non-Departmental Accounts,155828.51
FIRST POTOMAC LLC,21275,Non-Departmental Accounts,315337.06
FIRST QUADRANT LP,91101,Non-Departmental Accounts,300000.00
FITCH & CO INC,20832,Environmental Protection,7483.00
FITCH & CO INC,20832,General Services,27802.75
FITCH & CO INC,20832,Health and Human Services,4020.00
FITCH & CO INC,20832,Human Resources,1225.00
FITCH INC,10087,Debt Service,121000.00
FIVE GRAPES LLC,22102,Liquor Control,37260.40
FLEETPRIDE INC,30384,Fire and Rescue Service,43584.22
FLEETPRIDE INC,30384,Not Defined,3195.23
FLEETPRIDE INC,78469,Fire and Rescue Service,135106.80
FLEETPRIDE INC,78469,Not Defined,21781.68
FLEETWASH INC,07004,General Services,2571797.44
FLEETWASH INC,07004,Public Libraries,50.18
FLEETWASH INC,07188,Public Libraries,147.84
FLIPPO CONSTRUCTION CO IN,20747,Not Defined,-55770.00
FLIPPO CONSTRUCTION CO IN,20747,Transportation,1281881.02
FLOWER AVE SHOPPING CENTE,20814,Liquor Control,149885.29
FLYING DOG BREWERY LLLP,80205,Liquor Control,874813.48
FLYING DOG BREWERY LLLP,80205,Not Defined,5055.00
FO DAY BITUMINOUS,20850,Not Defined,802414.29
FOLEY FAMILY WINES INC,94139,Liquor Control,56034.50
FOOD AND FRIENDS INC,20011,Health and Human Services,44403.20
FORMOST GRAPHIC COMM INC,20855,Finance,56957.62
FORT MYER CONSTRUCTION CO,20018,Not Defined,159762.92
FORT MYER CONSTRUCTION CO,20018,Transportation,4046197.92
FOSTERS USA LLC,60673,Liquor Control,224853.44
FOSTERS USA LLC,60673,Not Defined,3244.74
FOULGER-PRATT CONTRACTING,20850,General Services,5893870.53
FOULGER-PRATT CONTRACTING,20850,Not Defined,-1912841.00
FOULGER-PRATT CONTRACTING,20850,Transportation,13453142.00
FP GUDE LLC,20153,Non-Departmental Accounts,486956.56
FR MONTROSE CROSSING LLC,19178,Liquor Control,42720.38
FRANCIS COPPOLA WINERY LLC,60694,Liquor Control,490518.00
FRANCIS O DAY CO INC,20850,Non-Departmental Accounts,28067.00
FRANCIS O DAY CO INC,20850,Transportation,2058768.57
FRANK PARSONS COMPANY,21076,Circuit Court,3290.00
FRANK PARSONS COMPANY,21076,General Services,139.50
FRANK PARSONS COMPANY,21275,General Services,5529.00
FRANK PARSONS COMPANY,21279,Circuit Court,9600.00
FRANK PARSONS COMPANY,21279,General Services,40355.11
FRANK PARSONS COMPANY,21279,Technology Services,1125.00
FRANKLIN PARK,19004,Non-Departmental Accounts,558424.58
FRATERNAL ORDER OF POLICE,20886,Human Resources,1048.22
FRATERNAL ORDER OF POLICE,20886,Not Defined,711543.98
FREDERICK ASPHALT CO,20850,Not Defined,45952.00
FREDERICK WILDMAN & SONS,10022,Liquor Control,117959.37
FREIXENET USA,02284,Liquor Control,13190.00
FREIXENET USA,95476,Liquor Control,357430.40
FRIENDSHIP HEIGHTS VILLAGE,20815,Board of Elections,300.00
FRIENDSHIP HEIGHTS VILLAGE,20815,County Attorney,150.00
FRIENDSHIP HEIGHTS VILLAGE,20815,Non-Departmental Accounts,73944.00
MARK W KUGLER,20904,General Services,4395790.00
FRIENDSHIP HEIGHTS VILLAGE,20815,Not Defined,811841.04
FRIENDSHIP HEIGHTS VILLAGE,20815,Technology Services,39000.00
FRY COMMUNICATIONS INC,17055,Recreation,135994.85
FUGRO EARTHDATA INC,77216,Environmental Protection,52194.04
FUGRO EARTHDATA INC,77216,Police,10404.00
FUGRO EARTHDATA INC,77216,Technology Services,123950.00
FULL CITIZENSHIP OF MD INC,20781,Health and Human Services,342539.22
FUNFIT INC,20833,Health and Human Services,680.00
FUNFIT INC,20833,Recreation,54897.66
FX CONCEPTS INC,10122,Non-Departmental Accounts,875001.00
FX MATT BREWING CO,13502,Liquor Control,99340.97
FX MATT BREWING CO,13502,Not Defined,720.00
G4S INTEGRATED FLEET SERVICES LLC DBA ALL STAR FLEET SERVICES,92130,General Services,5556094.03
GA FOOD SERVICES OF PINELLAS COUNTY INC,33716,Health and Human Services,46385.52
GABLES AT WATERS LANDING,20874,Health and Human Services,15196.00
GABLES AT WATERS LANDING,20874,Housing and Community Affairs,65652.00
GABLES HOLDING 32 LLC,02210,Housing and Community Affairs,97722.84
GAITHERSBURG FARMERS SUPPLY INC,20877,General Services,12513.64
GAITHERSBURG FARMERS SUPPLY INC,20877,Not Defined,74415.24
GAITHERSBURG FARMERS SUPPLY INC,20877,Transportation,124722.51
GAITHERSBURG HELP INC,20878,Non-Departmental Accounts,36833.00
GAITHERSBURG MEALS ON WHE,20882,Health and Human Services,54542.50
GAITHERSBURG-WASH GROVE,20879,Fire and Rescue Service,151184.96
GALAXY PHASE I LP,23462,Transportation,1152075.00
GALE ASSOCIATES INC,21202,General Services,960.00
GALE ASSOCIATES INC,21204,General Services,252616.88
GAMBRINUS,78294,Liquor Control,152311.19
GAMBRINUS,78294,Not Defined,1461.00
"GANNETT FLEMING, INC/GREENMAN-PEDERSEN, INC A JOINT VENTURE",17106,Environmental Protection,494100.61
"GANNETT FLEMING, INC/GREENMAN-PEDERSEN, INC A JOINT VENTURE",17106,Transportation,641744.32
"GANNETT FLEMING, INC/GREENMAN-PEDERSEN, INC A JOINT VENTURE",19182,Transportation,8148.58
GAPBUSTER INC,20918,Housing and Community Affairs,20985.52
GAPBUSTER INC,20918,Non-Departmental Accounts,94621.80
GARDEN STATE HIGHWAY,08361,Not Defined,89235.12
GARRETT PARK ELEMENTARY SCHOOL EDUCATION FOUNDATION INC,20896,General Services,50000.00
GARTNER INC,75391,Technology Services,212160.00
GEIZA DOURADO CARVALHO,20814,Recreation,60457.93
GENERAL AUTOMOTIVE SERVICENTER,20879,General Services,210250.93
GENERAL SERVICES ADMIN,90030,Non-Departmental Accounts,8013.70
GENERAL SERVICES ADMIN,90189,Non-Departmental Accounts,39143.84
GENFARE A DIVISION OF SPX,30384,Transportation,31180.96
GENFARE A DIVISION OF SPX,60007,Transportation,54009.38
GENON MID-ATLANTIC LLC,77002,Countywide Generic,2150.84
GENON MID-ATLANTIC LLC,77002,Non-Departmental Accounts,54450.00
GENON MID-ATLANTIC LLC,77002,Not Defined,8352830.00
"GEORGE J. PETRONIS ENTERPRISES, INC. T/A THE GUN SHOP",08088,Police,293479.54
GEORGIA AVENUE ENTERPRISES INC,20910,Police,68371.00
GERMANTOWN CULTURAL ARTS CENTER INC T/A BLACKROCK CENTER FOR THE ARTS,20874,Housing and Community Affairs,16667.86
GERMANTOWN CULTURAL ARTS CENTER INC T/A BLACKROCK CENTER FOR THE ARTS,20874,Non-Departmental Accounts,1429.10
GERMANTOWN CULTURAL ARTS CENTER INC T/A BLACKROCK CENTER FOR THE ARTS,20874,Not Defined,99635.80
GERMANTOWN VOLUNTEER FIRE DEPARTMENT,20874,Fire and Rescue Service,184913.24
GFS REALTY INC,02241,Liquor Control,337152.06
GIANT FOOD INC,20013,Health and Human Services,5250.00
US BANK,55170,Debt Service,39802.25
GIANT FOOD INC,20785,Health and Human Services,20895.50
GIANT FOOD INC,20850,Health and Human Services,9830.00
GIANT FOOD INC,20904,Restricted Donations,375.00
GIANT FOOD INC,60674,Fire and Rescue Service,104.98
GIANT FOOD INC,60674,Health and Human Services,476.43
GIANT FOOD INC,60674,Human Resources,698.08
GIANT FOOD INC,60674,Restricted Donations,151.97
GIFTED CHILD RESOURCES INC,20850,Health and Human Services,33411.00
GILLIG LLC,94545,Transportation,10268686.81
GIPE ASSOCIATES INC,21601,General Services,33756.77
GIRL SCOUT COUNCIL OF THE NATIONS CAPITAL,20008,General Services,100000.00
GOOD NEWS JAIL & PRISON,23228,Correction and Rehabilitation,30000.00
GOOD SOURCE SOLUTIONS INC,92008,Correction and Rehabilitation,105960.55
GRADY MANAGEMENT INC,20877,Health and Human Services,500.00
GRADY MANAGEMENT INC,20904,Housing and Community Affairs,4119.00
GRADY MANAGEMENT INC,20910,Housing and Community Affairs,121539.00
GRANICUS INC,94105,Technology Services,2782.50
GRANICUS INC,95161,Technology Services,25451.85
GRAPES OF SPAIN INC,22079,Liquor Control,190088.60
GRAYBAR ELECTRIC COMPANY,20706,Transportation,1050.76
GRAYBAR ELECTRIC COMPANY,30384,Fire and Rescue Service,516.00
GRAYBAR ELECTRIC COMPANY,30384,Not Defined,15129.15
GRAYBAR ELECTRIC COMPANY,30384,Transportation,30696.32
GREATER WASHINGTON JEWISH COALITION AGAINST DOMESTIC ABUSE,20847,Non-Departmental Accounts,37352.10
GREATER WASHINGTON SOFTBALL UMPIRES ASSOCIATION,21770,Recreation,42690.00
GREENBRIER OF VIRGINIA INC,23320,General Services,68943.00
GREENBRIER OF VIRGINIA INC,23518,General Services,22981.00
"GREENHORNE & O'MARA, INC",20707,Transportation,1741065.70
"GREENHORNE & O'MARA, INC/CENTURY ENGINEERING, INC A JOINT VENTURE",20707,Transportation,524693.25
GREENLAWN CEMETERY CO INC,21795,Police,28957.40
GREENMAN-PEDERSEN INC,20701,Environmental Protection,71230.88
GREENMAN-PEDERSEN INC,20701,Transportation,69256.76
GREENMAN-PEDERSEN INC,20855,General Services,21661.57
GREENMAN-PEDERSEN-GANNETT FLEMING JOINT VENTURE,17106,Transportation,509926.58
GREENSKEEPER ENVIROMENTAL,20861,Transportation,55750.00
GREENWOOD FAMILY ASSISTED LIVING,20906,Health and Human Services,28266.07
GREGORY M FRANK DDS,20906,Health and Human Services,76560.00
GREY DOG ARTS LLC,21784,Recreation,49980.17
GRIFFITH ENERGY  SERVICES,20781,Fire and Rescue Service,6870.92
GRIFFITH ENERGY  SERVICES,21046,Health and Human Services,34112.48
GRIFFITH ENERGY  SERVICES,21264,Fire and Rescue Service,593586.41
GRIFFITH ENERGY  SERVICES,21701,Fire and Rescue Service,299.95
GRIFFITH ENERGY SERVICES,20781,Fire and Rescue Service,2292.23
GRIFFITH ENERGY SERVICES,21264,Fire and Rescue Service,299041.19
GRIMM AND PARKER ARCHITECTURE INC,20705,General Services,630203.05
GRIMM PARKER ARCHITECTS PC,20705,General Services,132699.61
GROUP HOSPITALIZATION AND MEDICAL SVS INC,20065,Human Resources,62029089.08
GROUP HOSPITALIZATION AND MEDICAL SVS INC,21117,Human Resources,13092566.19
GRUNLEY CONSTRUCTION CO INC,20850,Liquor Control,7529006.00
GRUNLEY CONSTRUCTION CO INC,20850,Not Defined,-752900.60
GRYPHON INTERNATIONAL,M5J2N,Non-Departmental Accounts,889456.91
GTSI CORP,20171,Circuit Court,1475.78
GTSI CORP,20171,Emergency Management and Homeland Security,141201.47
GTSI CORP,20171,Police,976856.98
GUARDIAN REALTY MGMT,20852,Non-Departmental Accounts,231898.15
GUDELSKY CO,20910,Non-Departmental Accounts,409392.54
GUIDE PROGRAM INC,20707,Health and Human Services,1517142.38
GXS INC,20878,Non-Departmental Accounts,4631731.24
GXS INC,20878,Transportation,87113.48
H&M WAGNER & SONS INC,21061,Correction and Rehabilitation,41521.84
HADJIN ASSOCIATES LLC,20815,Liquor Control,149846.08
HAGEMEYER NORTH AMERICA,29407,Police,20897.23
HAGEMEYER NORTH AMERICA,30384,Correction and Rehabilitation,14212.00
HAGEMEYER NORTH AMERICA,30384,Environmental Protection,128.92
HAGEMEYER NORTH AMERICA,30384,Police,787401.47
HAGEMEYER NORTH AMERICA,60693,Police,8428.97
HALCYON ASSOCIATES,20016,Fire and Rescue Service,90532.34
HALCYON ASSOCIATES,20016,Non-Departmental Accounts,596602.55
HANDS ON LLC,20886,General Services,215602.00
HANDS ON LLC,20886,Police,3090.00
HANDS ON LLC,20886,Sheriff,630.00
HANOVER UNIFORM CO,21211,General Services,13265.65
HANOVER UNIFORM CO,21211,Liquor Control,15521.20
HANOVER UNIFORM CO,21211,Transportation,36836.90
HANOVER UNIFORM CO,21230,General Services,11042.60
HANOVER UNIFORM CO,21230,Liquor Control,36526.05
HANOVER UNIFORM CO,21230,Transportation,64005.70
HANSEN INFORMATION TECHNOLOGIES,60677,Permitting Services,304348.67
"HARBOR TRUCK SALES AND SERVICE, INC. T/A BALTIMORE FREIGHTLINER",21230,Fire and Rescue Service,74211.38
HARLAND J SHOEMAKER & SON INC,21774,Transportation,37245.00
HARRIS CORPORATION,19170,Police,180544.00
HARRIS IT SERVICES CORP,19170,General Services,41745.00
HARRIS IT SERVICES CORP,19170,Technology Services,42328.00
HARRY E WILLIAMSON,34236,Non-Departmental Accounts,581024.21
HARTFORD COMPUTER GROUP,02284,Fire and Rescue Service,1253.00
HARTFORD COMPUTER GROUP,02284,Health and Human Services,19115.00
HARTFORD COMPUTER GROUP,19182,Board of Appeals,362.00
HARTFORD COMPUTER GROUP,19182,County Council,1871.00
HARTFORD COMPUTER GROUP,19182,Fire and Rescue Service,660.00
HARTFORD COMPUTER GROUP,21044,Circuit Court,463.00
HARTFORD COMPUTER GROUP,21044,County Council,236.00
