Supplier Name,Zip Code,Department,Amount
DON SEBASTIANI & SONS,95161,Liquor Control,158838.25
DON SEBASTIANI & SONS,95476,Liquor Control,28992.50
DONALD B RICE TIRE CO INC,21701,General Services,93404.01
DONALD B RICE TIRE CO INC,21701,Not Defined,315458.47
DOPS INC,20744,Liquor Control,772752.05
DOPS INC,20744,Not Defined,31930.01
DORCHESTER DUMPIN CO LLC,21613,Not Defined,47923.06
DOUBLE K CONTRACTORS INC,20872,Transportation,136142.96
DOURON INC,21117,Circuit Court,11396.70
DOURON INC,21117,Environmental Protection,21257.93
DOURON INC,21117,General Services,169625.21
DOURON INC,21117,Health and Human Services,11074.34
DOURON INC,21117,Police,416.77
DOURON INC,21117,Restricted Donations,4644.39
DOURON INC,21117,State's Attorney,1138.75
DR THOMAS J MADIGAN,20850,Health and Human Services,22736.00
DR THOMAS J MADIGAN,20852,Health and Human Services,11136.00
DR THOMAS J MADIGAN,20854,Health and Human Services,28536.00
DRAIMAN PROPERTIES 4 LLC,20852,Liquor Control,267439.62
DREYFUS ASHBY INC,06001,Liquor Control,32841.40
DREYFUS ASHBY INC,06001,Not Defined,617.00
DRUMMOND CITIZENS,20815,Non-Departmental Accounts,4128.00
DRUMMOND CITIZENS,20815,Not Defined,27591.79
DSI VIDEO SYSTEMS LLC,07033,Technology Services,49533.00
DTC CEDE & CO,10041,Debt Service,223348884.66
DTC CEDE & CO,10041,Transportation,3270235.00
DUCKHORN WINE COMPANY,94139,Liquor Control,85656.75
DUCKHORN WINE COMPANY,94139,Not Defined,3480.00
DUGGANS DISTILLERS PROD,10913,Liquor Control,79358.75
DULCE HOGAR,20895,Health and Human Services,3804.00
DULCE HOGAR,20906,Health and Human Services,27820.00
DUNCAN PARKING TECHNOLOGIES INC,48267,Transportation,85759.48
DUNCAN PARKING TECHNOLOGIES INC,72602,Transportation,18155.00
DUNCAN PARKING TECHNOLOGIES INC,92008,Transportation,3000.00
DURO BAG MANUFACTURING CO,45263,Liquor Control,96362.59
DUSTIN CONSTRUCTION INC,21754,General Services,40911.00
DUSTIN CONSTRUCTION INC,21754,Not Defined,-549.90
E & J GALLO WINERY,95354,Liquor Control,7911327.08
E & J GALLO WINERY,95354,Not Defined,169072.38
E E REED CONSTRUCTION L P,77487,General Services,6901991.50
E E REED CONSTRUCTION L P,77487,Not Defined,-672751.90
E STEWART MITCHELL INC,21225,Not Defined,19275.99
E STEWART MITCHELL INC,21225,Transportation,5959.00
EAI SECURITY SYSTEMS INC,20850,Circuit Court,75441.17
EAI SECURITY SYSTEMS INC,20850,County Council,19406.68
EAI SECURITY SYSTEMS INC,20850,Economic Development,168.00
EAI SECURITY SYSTEMS INC,20850,Environmental Protection,140.00
EAI SECURITY SYSTEMS INC,20850,Fire and Rescue Service,40299.50
EAI SECURITY SYSTEMS INC,20850,General Services,313821.41
EAI SECURITY SYSTEMS INC,20850,Health and Human Services,6923.58
EAI SECURITY SYSTEMS INC,20850,Human Resources,12143.50
EAI SECURITY SYSTEMS INC,20850,Liquor Control,51627.89
EAI SECURITY SYSTEMS INC,20850,Police,134144.71
EAI SECURITY SYSTEMS INC,20850,Public Libraries,422.99
EAI SECURITY SYSTEMS INC,20850,Sheriff,16225.46
EAI SECURITY SYSTEMS INC,20850,Transportation,24592.82
EARLY MORNING SOFTWARE INC,21202,General Services,58800.00
EARN CONTRACTORS,20877,General Services,533019.71
EARN CONTRACTORS,20877,Transportation,65332.94
EAST COAST K-9 ACADEMY LLC,06418,Police,21100.00
EAST COAST K-9 ACADEMY LLC,06524,Police,5000.00
EAST COAST SWEEPING INC,20701,Environmental Protection,33490.96
EAST COAST SWEEPING INC,20701,General Services,2624.00
EAST COAST SWEEPING INC,20701,Transportation,210858.23
EASTERN LIQUOR DISTRIBUTO,20707,Liquor Control,98560.00
EASTERN LIQUOR DISTRIBUTO,20707,Not Defined,7323.00
EASTERN MONTGOMERY EMERGENCY ASSISTANCE NETWORK,20914,Housing and Community Affairs,19625.99
EASTERN MONTGOMERY EMERGENCY ASSISTANCE NETWORK,20914,Non-Departmental Accounts,20000.00
EASTERN POOL CO,20705,General Services,48791.79
EASTERN POOL CO,20705,Recreation,39928.28
EASTERN SALT CO,01852,Not Defined,509906.10
EBSCO INDUSTRIES INC,07724,Public Libraries,320870.98
EBSCO INDUSTRIES INC,07724,Restricted Donations,898.00
ECOLOGY SERVICES INC,21046,Environmental Protection,8329064.33
ECONOLITE CONTROL PRODUCT,91109,Not Defined,68026.70
ECONOLITE CONTROL PRODUCT,91109,Transportation,350.00
ECONOLITE CONTROL PRODUCT,92806,Not Defined,6660.00
EDAC SYSTEMS INC,22408,Circuit Court,62750.10
EDENS & AVANT FINANCING LLC,19182,Liquor Control,372047.08
EDMEADES & STROMDAHL LTD,21014,General Services,102945.00
EDMEADES & STROMDAHL LTD,21014,Liquor Control,184484.20
EDWARDS AND KELCEY,63150,Transportation,65985.00
EDWIN I GILMORE,20842,Transportation,70914.93
EEPEX INC,20817,General Services,36095.00
EEPEX INC,20830,Finance,324059.41
EEPEX INC,20830,General Services,49738.75
EJUSTICE SOLUTIONS LLC,48105,Police,26775.00
EJUSTICE SOLUTIONS LLC,48105,Technology Services,327525.00
ELCON ENTERPRISES INC,20772,General Services,413743.95
ELCON ENTERPRISES INC,20772,Transportation,171305.23
ELDRIDGE INC,60674,Environmental Protection,16616.25
ELDRIDGE INC,60674,Fire and Rescue Service,210069.23
ELDRIDGE INC,60674,General Services,3892.50
ELDRIDGE INC,60674,Non-Departmental Accounts,2512564.39
ELDRIDGE INC,60674,Permitting Services,1873084.22
ELECTRIC ADVANTAGE INC,20850,Circuit Court,231.26
ELECTRIC ADVANTAGE INC,20850,Correction and Rehabilitation,6041.35
ELECTRIC ADVANTAGE INC,20850,Environmental Protection,10086.56
ELECTRIC ADVANTAGE INC,20850,Fire and Rescue Service,988.97
ELECTRIC ADVANTAGE INC,20850,General Services,2567147.89
ELECTRIC ADVANTAGE INC,20850,Health and Human Services,666.75
ELECTRIC ADVANTAGE INC,20850,Liquor Control,521.29
ELECTRIC ADVANTAGE INC,20850,Non-Departmental Accounts,56437.92
ELECTRIC ADVANTAGE INC,20850,Police,1824.75
ELECTRIC ADVANTAGE INC,20850,Public Libraries,192.00
ELECTRIC ADVANTAGE INC,20850,Transportation,381184.81
ELITE WINES IMPORTS INC,20002,Not Defined,6005.59
ELITE WINES IMPORTS INC,22079,Liquor Control,410118.38
ELITE WINES IMPORTS INC,22079,Not Defined,21360.55
ELIZABETH GALLAURESI,20740,Community Engagement Cluster,39469.80
ELIZABETH NYANG,20850,Health and Human Services,58775.00
ELIZABETH NYANG,20906,Commission for Women,300.00
ELIZABETH NYANG,20906,Restricted Donations,200.00
ELK RUN VINEYARDS,21771,Liquor Control,50410.16
ELK RUN VINEYARDS,21771,Not Defined,4256.46
ELLEN W COSBY TRUSTEE,38101,Not Defined,30206.15
ELLIOTT & FRANTZ INC,19406,General Services,44554.11
ELLIOTT & FRANTZ INC,19406,Not Defined,5680.41
ELLIOTT WILSON CAPITOL TR,20785,General Services,30893.54
ELLIOTT WILSON CAPITOL TR,20785,Not Defined,245312.40
ELM CAPITAL LLC,11598,Not Defined,176862.90
ELMOTECH INC,60540,Correction and Rehabilitation,155521.50
EMERGENCY VEHICLE SPECIALIST INC,21740,Fire and Rescue Service,87556.91
EMERGIDATA INC,75082,Fire and Rescue Service,192280.00
ENNIS PAINT INC,75267,Not Defined,39600.00
ENNIS PAINT INC,75267,Transportation,36000.00
ENVIRONMENTAL & POWER SERVICES INC,22151,General Services,104801.75
ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE INC. (ESRI),90074,Police,8771.04
ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE INC. (ESRI),90074,Technology Services,51815.12
ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE INC. (ESRI),90074,Transportation,58485.26
ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE INC. (ESRI),92373,Environmental Protection,20772.37
ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE INC. (ESRI),92373,Health and Human Services,8531.13
EQUITY MANAGEMENT,20708,Not Defined,44212.00
EQUITY MANAGEMENT,20902,Housing and Community Affairs,2600.00
ESPINA STONE CO,22031,General Services,28481.24
ETS MARYLAND LLC,07071,Not Defined,85019.45
EXCEL TREE EXPERT CO INC,20794,Transportation,49883.00
EXCHANGE PLACE JOINT VENT,21045,General Services,12000.00
EXCHANGE PLACE JOINT VENT,21045,Health and Human Services,14850.00
EYRE BUS SERVICE INC,21737,Recreation,37196.00
F KORBELL & BROS INC,94139,Liquor Control,205771.30
F KORBELL & BROS INC,94139,Not Defined,15372.00
F&K TRUCKING LLC,20842,Transportation,216794.88
FACILITIES PLUS INC,25443,General Services,633109.62
FACILITY DYNAMICS ENGINEERS,21046,General Services,340316.69
FACTORY MUTUAL INSURANCE COMPANY,60675,Finance,2464127.00
FAIRFAX HYUNDAI INC,22030,Police,25118.00
FAIRFIELD OAKFIELD LP,20902,Housing and Community Affairs,33230.00
FAIRFIELD RESIDENTIAL,20878,Health and Human Services,2205.00
FAIRFIELD RESIDENTIAL,20878,Housing and Community Affairs,49567.00
FAMILY HEALTH CENTER INC,20782,Health and Human Services,102855.00
FAMILY LEARNING SOLUTIONS,20910,Health and Human Services,47860.54
FAMILY LEARNING SOLUTIONS,20910,Non-Departmental Accounts,56748.80
FAMILY SERVICE FOUNDATION,20784,Health and Human Services,41110.00
FAMILY SERVICE FOUNDATION,21701,Health and Human Services,4111.00
FAMILY SERVICES AGENCY INC,20871,Health and Human Services,620.00
FAMILY SERVICES AGENCY INC,20877,General Services,614.72
FAMILY SERVICES AGENCY INC,20877,Health and Human Services,101024.30
FAMILY SERVICES INC,20877,County Executive,16592.55
FAMILY SERVICES INC,20877,Emergency Management and Homeland Security,15478.68
FAMILY SERVICES INC,20877,Health and Human Services,4186884.51
FX MATT BREWING CO,13502,Not Defined,464.00
FAMILY SERVICES INC,20877,Housing and Community Affairs,237735.23
FAMILY SERVICES INC,20877,Non-Departmental Accounts,91303.56
FAMILY SERVICES INC,20877,Public Libraries,1340.96
FAMILY SUPPORT CENTER INC,20814,Health and Human Services,83800.50
FANAROFF & STEPPA,21045,Non-Departmental Accounts,42923.10
FAR NIENTE WINERY INC,94562,Liquor Control,40592.00
FAR NIENTE WINERY INC,94562,Not Defined,2883.00
FDR SROUR PARTNERSHIP,20850,Liquor Control,601095.79
FDR SROUR PARTNERSHIP,20850,Non-Departmental Accounts,901643.74
FELLAND LIMITED,20895,General Services,2806.73
FELLAND LIMITED,20895,Transportation,757128.44
FELLOWSHIP SENIOR CENTER,20874,Health and Human Services,27402.32
FERRARI CARANO WINERY,95448,Liquor Control,43652.25
FERRARI CARANO WINERY,95448,Not Defined,4028.00
FF&A JACOBS & SONS INC,21230,Correction and Rehabilitation,48574.31
FF&A JACOBS & SONS INC,21230,Fire and Rescue Service,77747.43
FF&A JACOBS & SONS INC,21230,Police,166571.26
FG RETAIL GROUP LC,20852,Liquor Control,190787.64
FIDELITY INVESTMENTS,45277,Not Defined,28526862.43
FIELDS CONSULTING GROUP INC,22102,Human Resources,87810.00
FIFTH GENERATION INC,78719,Liquor Control,93378.50
FIRST AMERICAN REAL,19341,Not Defined,1827.19
FIRST AMERICAN REAL,75038,Not Defined,1244735.24
FIRST AMERICAN REAL,76262,Not Defined,1820734.13
FIRST AMERICAN TITLE INSURANCE CO,2006,Housing and Community Affairs,993172.00
FIRST CALL OFFICE PRODUCTS,20879,Environmental Protection,54995.68
FIRST COLONIES ANESTHESIA ASSOCIATES LLC,21279,Correction and Rehabilitation,26821.17
FIRST POTOMAC LLC,20153,Non-Departmental Accounts,1102343.93
FIRST POTOMAC LLC,21275,Non-Departmental Accounts,364390.68
FIRST QUADRANT LP,91101,Non-Departmental Accounts,1555421.00
FITCH & CO INC,20832,Environmental Protection,800.00
FITCH & CO INC,20832,Fire and Rescue Service,3500.00
FITCH & CO INC,20832,General Services,22595.00
FITCH & CO INC,20832,Health and Human Services,1537.00
FITCH & CO INC,20832,Permitting Services,500.00
FITCH INC,10087,Debt Service,90000.00
FITNESS RESOURCE,20164,Fire and Rescue Service,66828.00
FITNESS RESOURCE,20164,General Services,84154.10
FLEETPRIDE INC,78469,Fire and Rescue Service,50842.14
FLEETPRIDE INC,78469,Not Defined,48218.85
FLEETWASH INC,07004,General Services,1956680.22
FLEETWASH INC,07188,Liquor Control,1008.00
FLEETWASH INC,07188,Public Libraries,238.73
FLIPPO CONSTRUCTION CO IN,20747,Not Defined,-10473.31
FLIPPO CONSTRUCTION CO IN,20747,Transportation,209466.26
FLOWER AVE SHOPPING CENTE,20814,Liquor Control,134795.03
FLYING DOG BREWERY LLLP,80205,Liquor Control,547513.85
FLYING DOG BREWERY LLLP,80205,Not Defined,74745.20
FMB LAUNDRY INC,21230,Correction and Rehabilitation,22606.84
FMB LAUNDRY INC,21230,General Services,11458.16
FO DAY BITUMINOUS,20850,Not Defined,482352.96
FOLEY FAMILY WINES INC,94139,Liquor Control,33117.80
FOOD AND FRIENDS INC,20011,Health and Human Services,35280.64
FOODPRO CORPORATION,21705,Not Defined,44173.71
FORT MYER CONSTRUCTION CO,20018,Not Defined,44655.85
FORT MYER CONSTRUCTION CO,20018,Transportation,983499.95
FOSTERS USA LLC,60673,Liquor Control,211130.44
FOSTERS USA LLC,60673,Not Defined,18425.28
FOULGER PRATT MGMT INC,20850,Transportation,136867.13
FOULGER PRATT MGMT INC,20910,Transportation,67892.00
FOULGER-PRATT CONTRACTING,20850,General Services,2900091.35
FOULGER-PRATT CONTRACTING,20850,Not Defined,-3351354.32
FOULGER-PRATT CONTRACTING,20850,Transportation,32281257.27
FOUR SEASONS LANDSCAPING,20871,Transportation,64267.63
FOX  RUN APTS,20876,Housing and Community Affairs,53611.00
FRANCIS COPPOLA WINERY LLC,60694,Liquor Control,518162.00
FRANCIS COPPOLA WINERY LLC,60694,Not Defined,7898.00
FRANCIS O DAY CO INC,20850,Health and Human Services,39980.42
FRANCIS O DAY CO INC,20850,Non-Departmental Accounts,79450.72
FRANCIS O DAY CO INC,20850,Transportation,2987014.23
FRANK PARSONS COMPANY,21076,Technology Services,1428.04
FRANK PARSONS COMPANY,21275,Circuit Court,6310.00
FRANK PARSONS COMPANY,21275,General Services,54843.71
FRANK PARSONS COMPANY,21279,Circuit Court,3150.00
FRANKLIN PARK,19004,Non-Departmental Accounts,543835.53
FRATERNAL ORDER OF POLICE,20886,Not Defined,717660.00
FREDERICK WILDMAN & SONS,10022,Liquor Control,160423.33
FREDERICK WILDMAN & SONS,10022,Not Defined,50.00
FREDERICK WILDMAN & SONS,28275,Liquor Control,11165.00
FREIXENET USA,02284,Liquor Control,155196.72
FREIXENET USA,95476,Liquor Control,203286.37
FREIXENET USA,95476,Not Defined,8780.00
FRIENDSHIP HEIGHTS VILLAGE,20815,Board of Elections,600.00
FRIENDSHIP HEIGHTS VILLAGE,20815,Non-Departmental Accounts,73944.00
FRIENDSHIP HEIGHTS VILLAGE,20815,Not Defined,738447.01
FRY COMMUNICATIONS INC,17055,Recreation,141116.36
FULL CITIZENSHIP OF MD INC,20781,Health and Human Services,350845.00
FUNFIT INC,20833,Recreation,67532.60
FUREY DOOLAN & ABELL LLP,20815,CIP,1713866.86
FUREY DOOLAN & ABELL LLP,20815,Transportation,67255.45
FX CONCEPTS INC,10122,Non-Departmental Accounts,875000.00
FX MATT BREWING CO,13502,Liquor Control,100429.79
G&C GULF INC,20850,Police,43662.00
G4S INTEGRATED FLEET SERVICES LLC DBA ALL STAR FLEET SERVICES,92130,General Services,5293788.46
GA FOOD SERVICES OF PINELLAS COUNTY INC,33716,Health and Human Services,35996.40
GABLES AT WATERS LANDING,20874,Housing and Community Affairs,31006.00
GAITHERSBURG FARMERS SUPPLY INC,20877,General Services,4838.46
GAITHERSBURG FARMERS SUPPLY INC,20877,Not Defined,36544.44
GAITHERSBURG FARMERS SUPPLY INC,20877,Transportation,85720.71
GAITHERSBURG HELP INC,20878,Non-Departmental Accounts,29999.90
GAITHERSBURG MEALS ON WHE,20882,Health and Human Services,41984.98
GAITHERSBURG-WASH GROVE,20879,Fire and Rescue Service,482411.94
GALAXY PHASE I LP,23462,Transportation,1123327.00
GALE ASSOCIATES INC,21204,General Services,316602.08
GAMBRINUS,78294,Liquor Control,138884.59
GAMBRINUS,78294,Not Defined,19453.42
GANNETT FLEMING INC/GREENMAN-PEDERSON INC A JOINT VENTURE,19182,Transportation,301326.66
"GANNETT FLEMING, INC/GREENMAN-PEDERSEN, INC A JOINT VENTURE",17106,CIP,21753.71
"GANNETT FLEMING, INC/GREENMAN-PEDERSEN, INC A JOINT VENTURE",17106,Transportation,189917.43
"GANNETT FLEMING, INC/GREENMAN-PEDERSEN, INC A JOINT VENTURE",19182,Transportation,50738.20
GAPBUSTER INC,20918,Housing and Community Affairs,20914.48
GAPBUSTER INC,20918,Non-Departmental Accounts,102694.01
GAPBUSTER INC,20918,Restricted Donations,317.28
GARDEN STATE HIGHWAY,08361,Not Defined,66547.40
GARTNER INC,75391,Technology Services,80750.00
GEIZA DOURADO CARVALHO,20814,Recreation,70289.82
GENERAL AUTOMOTIVE SERVICENTER,20879,General Services,36956.82
GENERAL SERVICES ADMIN,90189,Non-Departmental Accounts,41639.24
GENFARE A DIVISION OF SPX,30384,Transportation,13488.11
GENFARE A DIVISION OF SPX,60007,Transportation,47827.48
"GEORGE J. PETRONIS ENTERPRISES, INC. T/A THE GUN SHOP",08088,Police,63656.50
GEORGIA AVENUE ENTERPRISES INC,20910,Police,44397.00
GERALDINE M SEAGER,20872,Health and Human Services,27892.00
GERMANTOWN VOLUNTEER FIRE DEPARTMENT,20874,Fire and Rescue Service,142810.52
GFS REALTY INC,02241,Liquor Control,351571.84
GIANT FOOD INC,20013,Health and Human Services,950.00
GIANT FOOD INC,20785,Health and Human Services,23282.75
GIANT FOOD INC,20850,Health and Human Services,2000.00
GIANT FOOD INC,60674,County Executive,793.46
GIANT FOOD INC,60674,Health and Human Services,1534.15
GIANT FOOD INC,60674,Human Resources,1240.03
GIFTED CHILD RESOURCES INC,20850,Health and Human Services,32710.00
GOLDMAN SACHS ASSET MGMT,19170,Non-Departmental Accounts,216944.00
GOOD HOPE HOME CARE,20905,Health and Human Services,33652.00
GOOD SOURCE SOLUTIONS INC,92008,Correction and Rehabilitation,43699.45
GOVERNMENT SALES SPECIALISTS LLC,20814,Finance,40000.00
GRANICUS INC,94105,Technology Services,35498.75
GRANICUS INC,95161,Technology Services,45798.75
GRAPES OF SPAIN INC,22079,Liquor Control,224974.50
GRAPES OF SPAIN INC,22079,Not Defined,26310.90
GRAYBAR ELECTRIC COMPANY,20706,Transportation,212.44
GRAYBAR ELECTRIC COMPANY,30384,Fire and Rescue Service,4297.72
GRAYBAR ELECTRIC COMPANY,30384,General Services,2082.00
GRAYBAR ELECTRIC COMPANY,30384,Not Defined,50024.07
GRAYBAR ELECTRIC COMPANY,30384,Transportation,5986.52
GREATER WASHINGTON BOARD,20006,Economic Development,25000.00
GREATER WASHINGTON JEWISH COALITION AGAINST DOMESTIC ABUSE,20847,Non-Departmental Accounts,37499.98
GREATER WASHINGTON JEWISH COALITION AGAINST DOMESTIC ABUSE,20852,Non-Departmental Accounts,2500.00
GREATER WASHINGTON SOFTBALL UMPIRES ASSOCIATION,21770,Recreation,48900.00
"GREENHORNE & O'MARA, INC",20707,Transportation,733862.38
"GREENHORNE & O'MARA, INC",21286,Transportation,104710.87
"GREENHORNE & O'MARA, INC/CENTURY ENGINEERING, INC A JOINT VENTURE",20707,Transportation,218151.51
GREENLINE SERVICES LLC,20910,Transportation,49575.50
GREENMAN-PEDERSEN INC,20701,Environmental Protection,88252.87
GREENMAN-PEDERSEN INC,20701,Transportation,576753.36
GREENMAN-PEDERSEN INC,20708,Environmental Protection,114.00
GREENMAN-PEDERSEN INC,20794,Transportation,6088.38
GREENMAN-PEDERSEN INC,20855,General Services,35468.72
GREENSKEEPER ENVIROMENTAL,20861,Transportation,53396.00
GREENWOOD FAMILY ASSISTED LIVING,20906,Health and Human Services,25873.50
GREGORY M FRANK DDS,20906,Health and Human Services,74240.00
GRIFFITH ENERGY  SERVICES,20781,Fire and Rescue Service,21623.50
GRIFFITH ENERGY  SERVICES,20781,Health and Human Services,725.00
GRIFFITH ENERGY  SERVICES,21046,Health and Human Services,31544.40
GRIFFITH ENERGY  SERVICES,21264,Fire and Rescue Service,336023.97
GRIFFITH ENERGY  SERVICES,21701,Health and Human Services,542.98
GRIMM AND PARKER PC,20705,General Services,111004.05
GRIMM PARKER ARCHITECTS PC,20705,General Services,567310.19
GROUP HOSPITALIZATION AND MEDICAL SVS INC,20065,Human Resources,72601230.91
GRYPHON INTERNATIONAL,M5J2N,Non-Departmental Accounts,853931.66
GTSI CORP,20171,Police,1280540.78
GUARDIAN REALITY INVEST L,20852,Countywide Generic,2837.88
GUARDIAN REALITY INVEST L,20852,Not Defined,36783.85
GUARDIAN REALTY MGMT,20852,Non-Departmental Accounts,178791.52
GUARDRAILS ETC,21222,Not Defined,16754.77
GUARDRAILS ETC,21222,Transportation,235355.50
GUDELSKY CO,20910,Non-Departmental Accounts,499012.94
GUIDE PROGRAM INC,20707,Health and Human Services,1545992.75
GUILLERMO OLIVOS MD,20707,Health and Human Services,4251.00
GUILLERMO OLIVOS MD,20904,Health and Human Services,38259.00
GVM INC,17307,Not Defined,42923.77
GVM INC,17307,Transportation,4070.13
GXS INC,20878,Non-Departmental Accounts,4124928.08
GXS INC,20878,Transportation,76661.20
H&M WAGNER & SONS INC,21061,Correction and Rehabilitation,25345.42
HADJIN ASSOCIATES LLC,20815,Liquor Control,251183.76
HAGEMEYER NORTH AMERICA,30384,Fire and Rescue Service,3958.30
HAGEMEYER NORTH AMERICA,30384,Police,114106.94
HALCYON ASSOCIATES,20016,Fire and Rescue Service,41811.70
HALCYON ASSOCIATES,20016,Non-Departmental Accounts,545424.07
HALIFAX CORPORATION,20407,Transportation,289.00
HALIFAX CORPORATION,75267,General Services,31812.32
HANDS ON LLC,20886,General Services,185484.00
HANDS ON LLC,20886,Police,545.00
HANOVER UNIFORM CO,21211,General Services,35708.60
HANOVER UNIFORM CO,21211,Liquor Control,46570.02
HANOVER UNIFORM CO,21211,Transportation,114302.26
HANSEN INFORMATION TECHNOLOGIES,60677,Permitting Services,291714.12
"HARBOR TRUCK SALES AND SERVICE, INC. T/A BALTIMORE FREIGHTLINER",21230,Fire and Rescue Service,32419.06
HARLAND J SHOEMAKER & SON INC,21774,Transportation,271100.57
HARRIS IT SERVICES CORP,19170,General Services,78522.00
HARRIS IT SERVICES CORP,19170,Non-Departmental Accounts,62022.90
HARRIS IT SERVICES CORP,19170,Technology Services,131829.30
HARRY E WILLIAMSON,34236,Non-Departmental Accounts,520713.61
HARTFORD COMPUTER GROUP,02284,Technology Services,41470.00
HARTFORD COMPUTER GROUP,02284,Transportation,19951.00
HARTFORD COMPUTER GROUP,21044,County Council,249.00
HARTFORD COMPUTER GROUP,21044,Fire and Rescue Service,387.00
HARTFORD COMPUTER GROUP,21044,General Services,2979.00
HARTFORD COMPUTER GROUP INC,02284,Health and Human Services,124180.00
HARTFORD COMPUTER GROUP INC,02284,Technology Services,1680.00
HARTFORD COMPUTER GROUP INC,21044,Technology Services,36802.00
HARTFORD COMPUTER GROUP INC,21044,Transportation,288.00
HARTFORD COMPUTER GROUP INC,93063,General Services,2530.00
HARTFORD COMPUTER GROUP INC,93063,Health and Human Services,123497.00
HARTFORD COMPUTER GROUP INC,93063,Technology Services,60492.00
HARTFORD LIFE INSURANCE COMPANY,06144,Human Resources,260910.11
HARTFORD LIFE INSURANCE COMPANY,,Not Defined,11158776.72
HEAD INJURY,20850,Health and Human Services,194090.00
HEALTHY COMMUNITIES INSTITUTE CORPORATION,94965,Health and Human Services,65000.00
HEARTLINE FITNESS PRODUCT,20879,General Services,75435.45
HEARTLINE FITNESS PRODUCT,20879,Recreation,12868.50
HEAVEN HILL DISTILLERS IN,30353,Liquor Control,1677049.66
HEAVEN HILL DISTILLERS IN,30353,Not Defined,79868.29
HEBREW HOME OF GREATER WASHINGTON INC,20852,Non-Departmental Accounts,35000.00
HEINEKEN USA,10020,Liquor Control,109560.22
HEINEKEN USA,10020,Not Defined,366.00
HEINEKEN USA,10601,Liquor Control,6989798.78
HEINEKEN USA,10601,Not Defined,934807.35
HELBERT/KAVANAGH FIRE EXTINGUISHER SALES,20849,Correction and Rehabilitation,110.00
HELBERT/KAVANAGH FIRE EXTINGUISHER SALES,20849,Environmental Protection,462.00
HELBERT/KAVANAGH FIRE EXTINGUISHER SALES,20849,Fire and Rescue Service,708.50
HELBERT/KAVANAGH FIRE EXTINGUISHER SALES,20849,General Services,21142.11
HELBERT/KAVANAGH FIRE EXTINGUISHER SALES,20849,Not Defined,7138.00
HELBERT/KAVANAGH FIRE EXTINGUISHER SALES,20849,Transportation,1820.00
HEMEMICS BIOTECH,20850,Finance,30000.00
HERITAGE CARE,20901,Health and Human Services,34329.25
HERITAGE TOURISM ALLIANCE,20876,Non-Departmental Accounts,60000.00
HGS LLC DBA ANGLER ENVIRONMENTAL,20109,Environmental Protection,268703.63
HGS LLC DBA ANGLER ENVIRONMENTAL,20109,Fire and Rescue Service,1960.00
HGS LLC DBA ANGLER ENVIRONMENTAL,20109,Not Defined,-19544.08
HGS LLC DBA ANGLER ENVIRONMENTAL,20109,Transportation,87206.39
HIGH FALLS BREWING CO LLC,14605,Liquor Control,44301.84
HIGH FALLS BREWING CO LLC,14605,Not Defined,38110.12
HIGHWAY AND SAFETY SERVICES INC,20879,Community Engagement Cluster,5070.00
HIGHWAY AND SAFETY SERVICES INC,20879,Environmental Protection,872867.97
HIGHWAY AND SAFETY SERVICES INC,20879,General Services,1484720.43
HIGHWAY AND SAFETY SERVICES INC,20879,Housing and Community Affairs,129860.33
HIGHWAY AND SAFETY SERVICES INC,20879,Liquor Control,2554.05
PEPCO,20850,Transportation,124983.00
HIGHWAY AND SAFETY SERVICES INC,20879,Transportation,82111.61
HILLANDALE FIRE DEPARTMENT,20903,Fire and Rescue Service,272069.71
HILLANDALE FIRE DEPARTMENT,20903,Not Defined,608.40
HILLCREST ENTERPRISES INC,23005,Not Defined,99540.00
HILTON HOTEL ROCKVILLE,20852,Fire and Rescue Service,37080.30
HMTR I LLC,32714,Not Defined,3653770.64
HOLIDAY INN GAITHERSBURG,20879,Health and Human Services,52856.88
HOLIDAY INN GAITHERSBURG,20879,Housing and Community Affairs,2913.57
HOLLEY AND ASSOCIATES,20905,Health and Human Services,26987.18
HOLY CROSS HOSPITAL,20902,Health and Human Services,8975.00
HOLY CROSS HOSPITAL,20904,Emergency Management and Homeland Security,372.09
HOLY CROSS HOSPITAL,20904,Health and Human Services,763180.00
HOLY CROSS HOSPITAL,20910,Emergency Management and Homeland Security,152048.52
HOLY CROSS HOSPITAL,20910,Health and Human Services,12725.25
HOLY CROSS HOSPITAL,20910,Restricted Donations,398.13
HOLY CROSS HOSPITAL,21264,Correction and Rehabilitation,12675.07
HOLY CROSS HOSPITAL,21264,Health and Human Services,9392.43
HOME CARE PARTNERS,20005,Health and Human Services,345552.57
HOME CARE PARTNERS,20005,Non-Departmental Accounts,7428.00
HOME PROPERTIES INC,20886,Health and Human Services,3353.00
HOME PROPERTIES INC,20886,Housing and Community Affairs,4800.00
HOME PROPERTIES INC,20904,Housing and Community Affairs,14704.00
HOME PROPERTIES INC,20906,Health and Human Services,3730.00
HOME PROPERTIES INC PEPPERTREE FARMS,20906,Health and Human Services,33420.54
HOME PROPERTIES INC PEPPERTREE FARMS,20906,Housing and Community Affairs,19309.00
